Gene.symbol	P.Value	logFC
Ddx46	0.141	0.15340472
Tdpoz1	0.141	-0.21058873
Polr2b	0.141	0.15352885
Igkv4-59	0.141	-0.16041231
Atp5d	0.141	-0.1792028
Sctr	0.141	-0.21475333
Rhox4d	0.141	-0.18372486
Cnga1	0.142	-0.16580021
Frmpd3	0.142	-0.1149307
Rph3a	0.142	-0.17170917
Lrrc10b	0.142	-0.15897956
Mir330	0.142	-0.13210934
Dnah3	0.142	-0.21238139
4930408O17Rik	0.142	-0.19987008
Skint9	0.142	-0.11458238
Olfr959	0.142	-0.14243885
Atp5c1	0.142	-0.15037388
Trav12-2	0.142	-0.16215237
Trav12-2	0.142	-0.16215237
Nme9	0.142	-0.15483115
Cntnap3	0.142	-0.15994249
Acsl5	0.142	0.30106316
Atg2b	0.142	0.21885668
Gm6460	0.142	-0.1453482
Fkbp11	0.142	0.15238001
Gm20831	0.142	-0.09746574
Dnaaf2	0.142	-0.12310899
Slc9a3	0.142	0.11505985
Olfr123	0.142	-0.14515043
Pabpc1l	0.142	-0.1351031
Hsd3b3	0.142	-0.18824602
Hlf	0.142	-0.34650771
Rassf9	0.142	-0.44740921
Sept14	0.142	0.11265481
Gm9905	0.142	-0.21657364
Ugt2b5	0.142	-0.17677919
Zfp189	0.142	-0.14157277
Gm3696	0.142	0.24700466
Scgb2b24	0.142	-0.15537213
Neto1	0.142	-0.12790331
Hdhd1a	0.143	-0.14696884
Unc13b	0.143	0.2539558
Coro1c	0.143	0.14342682
Lrrc36	0.143	-0.16294791
Cacng4	0.143	-0.16949419
Pkd1l2	0.143	-0.18628416
Ccdc187	0.143	-0.13408409
Mrpl9	0.143	-0.13560431
Zmiz1	0.143	-0.11275835
Pdia5	0.143	0.154569
Rpl35	0.143	0.20887603
Nfxl1	0.143	0.2012161
Olfr393	0.143	-0.13535642
Rsph4a	0.143	-0.10879433
Rpl27a	0.143	0.17041419
Gm15772	0.143	0.18231479
Olfr1286	0.143	-0.14615092
Dnajc13	0.143	0.16015861
Pigw	0.143	0.13116813
Gm21129	0.143	-0.1652388
Nxpe2	0.143	-0.10731082
Prpf3	0.143	0.11099525
Plekhh3	0.143	-0.17429406
Nms	0.143	-0.12736697
1700016H13Rik	0.143	-0.18931673
Lcor	0.143	0.2027986
Alx3	0.144	-0.14599246
Creb3l4	0.144	-0.11283573
Mir681	0.144	-0.12636579
Kbtbd2	0.144	0.13014049
1700128E19Rik	0.144	-0.12564662
Rara	0.144	-0.21449838
Olfr1350	0.144	-0.16392775
C1ql4	0.144	-0.15334007
Slx1b	0.144	-0.16444049
Cit	0.144	0.12772429
Oxt	0.144	-0.17458389
4932438H23Rik	0.144	-0.11795926
Trim12a	0.144	0.68717062
Taf7l	0.144	-0.14675561
Ube3b	0.144	-0.21739342
Mlc1	0.144	-0.13665397
Cysrt1	0.144	-0.15877018
Cacna2d1	0.144	-0.19210871
Olfr1155	0.144	-0.21695632
Trav14d-3-dv8	0.144	-0.13720183
Trav14d-3-dv8	0.144	-0.13720183
Nhp2l1	0.144	0.11624411
Cby1	0.144	-0.14329059
Aggf1	0.144	0.13854042
Sval2	0.144	-0.18542297
Chrna4	0.144	-0.1959241
Scgb1b27	0.144	-0.12570306
Gm21319	0.144	0.14162958
Smu1	0.144	-0.10880441
4921536K21Rik	0.144	-0.12614157
Snord115	0.145	0.18079981
Olfr829	0.145	-0.18135879
Rn45s	0.145	-0.10821548
Grm7	0.145	-0.15373315
Atp5g2	0.145	-0.14803158
Prss35	0.145	0.13896431
Rnf7	0.145	-0.20894476
Ube2dnl2	0.145	-0.14408794
Ralgps2	0.145	0.15705402
Rps12	0.145	0.23942374
Rps12	0.145	0.23942374
Rps12	0.145	0.23942374
Rps12	0.145	0.23942374
Rps12	0.145	0.23942374
Sstr2	0.145	-0.11715882
Nphs2	0.145	-0.1619328
Olfr1444	0.145	-0.11361516
Erh	0.145	0.18741232
Nlrc4	0.145	-0.12988044
Stfa2	0.145	-0.14384204
Minos1	0.145	-0.09933355
D630044L22Rik	0.145	-0.20561412
Dnajc13	0.145	0.22930898
Gm572	0.145	-0.21206593
Olfr1106	0.145	0.09367994
Zfp11	0.145	0.14495664
Edn2	0.145	-0.12768742
Aldh1l1	0.146	0.22006199
Gjb6	0.146	-0.16063561
Unkl	0.146	0.15542774
Synj2bp-cox16	0.146	-0.28553421
Cox4i2	0.146	-0.1846459
Phlda2	0.146	-0.17225662
Mir18	0.146	0.15860558
Rbm4b	0.146	0.1893845
Iars	0.146	-0.16413979
Hyou1	0.146	0.20016292
Htr2b	0.146	0.15769459
Muc16	0.146	-0.16638958
Cxcr1	0.146	-0.14966894
Olfr905	0.146	-0.1212799
S100a10	0.146	0.29433139
Irx2	0.146	-0.14909993
Pcdhb12	0.146	0.24224663
Klf17	0.146	-0.13629048
Gm44502	0.146	0.14772964
Gad1	0.146	-0.1431783
Lonp1	0.146	-0.16769659
Ggh	0.146	-0.14913827
Ggh	0.146	-0.14913827
Card6	0.146	0.18067373
Slc15a1	0.146	-0.13333166
Psmd7	0.146	0.19533011
Scgb2b27	0.146	-0.15266741
4930512M02Rik	0.146	-0.15492147
B3gat3	0.146	-0.13267409
Ccdc180	0.147	-0.17486626
Agtr1a	0.147	-0.17639613
Cdca3	0.147	-0.16397476
Ube2u	0.147	-0.14151891
Smc3	0.147	0.182828
Tbc1d23	0.147	0.19938859
Olfr202	0.147	-0.1548689
Cort	0.147	-0.14391995
Synpr	0.147	-0.15481225
Olfr320	0.147	-0.2117797
Gpn3	0.147	-0.2311506
Sost	0.147	-0.20693032
Akr1a1	0.147	0.12488024
Lrrc40	0.147	0.12479355
Gm10674	0.147	0.66273021
Wdr64	0.147	-0.15423297
Tigd3	0.147	-0.22825814
Ankdd1a	0.147	-0.16311508
Prkd1	0.147	0.24615277
Zxda	0.147	0.11175229
Pla2g4c	0.147	-0.16328853
Shank3	0.147	0.11950711
Sspo	0.147	-0.12418244
A130050O07Rik	0.147	0.1661466
Agap3	0.147	-0.12645399
Gm16489	0.147	-0.13251745
Senp6	0.147	0.14027785
Clec1a	0.147	0.25766481
Kcnk9	0.147	-0.17898219
Yrdc	0.147	0.14477546
Fitm1	0.147	-0.24454313
Gm13288	0.147	-0.15316789
Gm13288	0.147	-0.15316789
Olfr1496	0.147	-0.09762498
Mrps7	0.148	-0.14748647
Nom1	0.148	0.16557798
Gucy2f	0.148	-0.10960625
Anxa9	0.148	0.1378642
Gm10760	0.148	-0.23540348
Arntl2	0.148	0.13782159
Olfr484	0.148	-0.12982124
Sohlh2	0.148	-0.1115663
Mir141	0.148	-0.09060963
Olfr992	0.148	-0.21135217
1700056E22Rik	0.148	0.1417018
Timd4	0.148	-0.21406021
Eif3h	0.148	0.14203831
Angpt1	0.148	0.21240048
Ly6f	0.148	0.12451079
Fcnb	0.148	-0.14661278
Rem1	0.148	-0.15738031
Grm4	0.148	-0.2235081
Heyl	0.148	0.20878299
Gclm	0.148	-0.19356741
Klk1b26	0.148	-0.16172485
Pla2g4f	0.148	-0.16616477
Zswim2	0.148	-0.16324097
Rab11fip2	0.148	0.14682161
Hcar1	0.148	0.43307408
Vmn2r60	0.148	-0.12636527
Actl11	0.149	-0.15909986
Vwa5b2	0.149	-0.16511106
AA388235	0.149	-0.14535997
Rangap1	0.149	0.12193183
Kctd4	0.149	-0.15012855
Tmem63c	0.149	-0.12331462
Taz	0.149	-0.12004606
Rpl28	0.149	0.18874916
Gpr18	0.149	-0.20780993
Tbcd	0.149	0.17322585
Magea4	0.149	-0.15821807
Mme	0.149	-0.27682791
Rps8	0.149	0.1283644
Slc22a6	0.149	-0.16825448
Creg1	0.149	-0.34766322
Gm10674	0.149	0.67497307
Nipal1	0.149	-0.11760963
Aym1	0.149	-0.22150263
Zfp738	0.149	0.24254945
Kynu	0.149	-0.14376627
Fuz	0.149	-0.13396753
Fam173b	0.149	-0.1339648
Tmx2	0.149	-0.16858282
Slc35b2	0.149	0.18714995
Pkib	0.149	-0.11624785
1700012B07Rik	0.149	-0.15873217
Gm10654	0.149	-0.24479867
Htra4	0.149	-0.52887953
Acss1	0.149	0.61118106
Myo18b	0.149	0.16202911
Lrrc47	0.149	0.12788785
Olfr93	0.149	-0.16759203
Ttc30a1	0.149	-0.16248739
Sh2d2a	0.15	0.17110507
Kcnip1	0.15	-0.14093933
Hmgb1-rs17	0.15	-0.11103345
Dok7	0.15	0.33641203
Ak4	0.15	0.22338997
Etf1	0.15	0.13014353
Tmem219	0.15	0.12768955
Gm10400	0.15	0.15292166
Rnf2	0.15	0.13743157
Siglec15	0.15	-0.15420152
Gm21190	0.15	-0.16880182
Sltm	0.15	0.15959981
Camk4	0.15	0.14724589
Exoc8	0.15	0.11245677
Ttyh1	0.15	0.09895626
Dcun1d5	0.15	-0.18733082
Calr4	0.15	0.12974058
Olfr151	0.15	-0.15519641
Nags	0.15	-0.12110802
Atf2	0.15	0.17014083
Slc35d3	0.15	-0.2108349
Tsx	0.15	-0.20082984
Snai1	0.15	-0.16504119
AI429214	0.15	0.13552091
2900097C17Rik	0.15	-0.22002985
Gm13288	0.151	-0.16260262
Padi6	0.151	-0.19607677
Hivep3	0.151	0.14259492
Ugt2b36	0.151	-0.14974206
Deaf1	0.151	-0.19455721
Mcoln1	0.151	-0.16936075
Gm4297	0.151	-0.11060594
Gm4297	0.151	-0.11060594
Gm4297	0.151	-0.11060594
Gm4297	0.151	-0.11060594
Gm4297	0.151	-0.11060594
Klhl20	0.151	0.1309676
Pate2	0.151	0.13548367
Gnb1l	0.151	-0.14467283
Fchsd1	0.151	-0.16350898
Ltn1	0.151	0.16596768
Zfp804b	0.151	-0.16953831
Zfp735	0.151	-0.11653698
Gsdmc4	0.151	-0.16203786
Prrxl1	0.151	-0.1722543
Med4	0.151	-0.1818869
Flg2	0.151	-0.18608549
Tma16	0.151	-0.25774262
Thpo	0.151	-0.21302986
Sh3bp1	0.151	-0.11621316
Ydjc	0.151	-0.15519492
Hint1	0.151	-0.15599672
Zc3h12a	0.151	0.1200271
Gpc1	0.151	0.15296802
AI428898	0.151	-0.19071405
Tssk3	0.151	-0.18541121
Mir1a-2	0.151	0.33327781
Nckap5l	0.151	0.13849255
Ppp6r1	0.151	0.17680763
Prl	0.151	-0.15645133
Tmem63b	0.151	0.20900689
Tdh	0.151	-0.2059995
Gm10548	0.151	-0.16483879
Trim13	0.151	0.24997564
Fgf1	0.151	-0.14541292
Erbb2	0.151	0.58724967
Cfap100	0.151	-0.11769172
C030006K11Rik	0.151	-0.11445478
Ifi27l2b	0.151	-0.18370682
Cd40	0.151	-0.14887123
Olfr922	0.151	0.10791163
Tmem121	0.151	-0.17940798
Pld2	0.152	-0.14996806
Vldlr	0.152	-0.19325529
Slamf1	0.152	-0.13105013
Vcpkmt	0.152	0.30697166
Kif2a	0.152	-0.13926658
Gm5570	0.152	-0.18211565
1700017N19Rik	0.152	-0.12717565
Aurkc	0.152	-0.14472886
Rpl31-ps12	0.152	0.1762241
Olfr988	0.152	-0.14081048
Themis2	0.152	0.14188299
Gm14866	0.152	0.11930873
Tex19.1	0.152	-0.19190431
Prx	0.152	-0.11499961
Olfr846	0.152	-0.14915129
Zfp985	0.152	-0.17038593
Iqcf3	0.152	-0.13817821
Cops6	0.152	-0.10052377
1700024B05Rik	0.152	-0.09102398
Ldoc1l	0.152	0.18668134
Ndufb9	0.152	-0.10174554
Aadacl2	0.152	-0.14337343
Gm5142	0.152	-0.13565271
Nudt21	0.152	0.12389175
Eid3	0.152	0.16089508
Pcdh12	0.152	-0.1832905
Gm9878	0.152	-0.19890128
Kcna10	0.152	-0.16161424
Masp2	0.152	-0.15664475
Cdpf1	0.152	-0.14787908
Ccdc127	0.152	-0.15724863
Retnlg	0.152	0.18209969
Eml3	0.152	0.11358957
S1pr3	0.152	-0.19861902
Panx3	0.152	-0.12052308
Itgb1bp2	0.153	0.17944701
Smek3-ps	0.153	-0.14506165
Olfr129	0.153	-0.11119709
Casp4	0.153	0.14601435
Sycn	0.153	-0.17137689
BC005624	0.153	-0.11790518
Mgat4d	0.153	-0.17432002
Ldb2	0.153	0.19247646
Gm4788	0.153	0.14001005
Aif1	0.153	0.21883285
Plpp4	0.153	-0.31569191
Pxn	0.153	0.10747025
Eif3e	0.153	-0.14163504
Lpo	0.153	-0.16311485
Rab39	0.153	-0.14060372
4930430A15Rik	0.153	-0.12412044
Hnrnpa0	0.153	0.11789914
Rhox4d	0.153	-0.17907881
Pou2f3	0.153	-0.137663
Tchp	0.153	0.1578466
Mnt	0.153	-0.16968821
A230056P14Rik	0.153	-0.16957959
Gsdma	0.153	-0.13653799
Slc17a2	0.153	-0.09968591
Hpx	0.153	-0.18350089
Dmap1	0.153	-0.1180657
Ccdc191	0.153	0.15498144
Vmn2r51	0.153	-0.1029488
Hmgb1-rs17	0.153	-0.11423413
Ocln	0.153	-0.126819
Hmcn1	0.153	0.27356309
2700081O15Rik	0.153	-0.09069133
Hunk	0.153	-0.14401097
Gm10521	0.153	-0.13941782
Adcy5	0.153	0.1248825
Tssk2	0.153	-0.11182749
1700037H04Rik	0.153	0.1732987
Smyd1	0.154	0.22832274
Cfap157	0.154	-0.16199722
Hist1h2br	0.154	0.12916315
Ddx11	0.154	-0.1584637
Eif4e2	0.154	0.11673229
Cxcl5	0.154	0.1365374
Cald1	0.154	0.20873149
Trappc1	0.154	0.17119482
Fam213a	0.154	0.45784507
Sin3b	0.154	0.1358158
Nadsyn1	0.154	-0.1196775
Ikzf4	0.154	-0.17032783
Mapt	0.154	0.16305088
Scarna8	0.154	-0.35911963
Polr1d	0.154	0.12852999
Gm6288	0.154	-0.13501732
Senp7	0.154	0.14594263
Gm10369	0.154	-0.1646815
Adgra1	0.154	-0.17277924
Ube2dnl1	0.154	-0.12507201
Tex21	0.154	-0.16092233
Fam63b	0.154	-0.23910393
Cdca4	0.154	0.14183439
Clrn2	0.154	-0.18925004
Impact	0.154	0.18021274
Ccdc110	0.154	0.16015758
Gm10832	0.154	-0.17142942
5730409K12Rik	0.154	-0.17360398
Hid1	0.154	0.13647918
Cabs1	0.154	-0.1664416
Cd276	0.154	0.15050226
Htr3b	0.154	-0.1457436
Gm14207	0.155	-0.21077925
4931408C20Rik	0.155	-0.14817141
Rbm25	0.155	0.24469357
Fam162a	0.155	-0.1171089
Tro	0.155	0.11877184
Tcp11	0.155	-0.14641267
Nrp2	0.155	0.16514734
Mcm2	0.155	-0.10035528
Gm10265	0.155	-0.10883501
AU022751	0.155	-0.16591058
Smarca5	0.155	0.16506139
Gm10069	0.155	0.22479423
Ube2l3	0.155	-0.14340373
Kif26b	0.155	-0.1213097
Sox12	0.155	-0.15188872
Ccny	0.155	0.10785938
Mettl25	0.155	0.12055264
Dnah3	0.155	-0.18666161
Abtb1	0.155	-0.16097682
Kcnj8	0.155	-0.27365453
Olfr904	0.155	-0.1246262
Gzmd	0.155	-0.11291078
Rapgef2	0.155	0.20183697
Tnip3	0.155	0.12826402
Celf1	0.155	0.12891621
Olfr1447	0.155	-0.12073208
Tslp	0.155	-0.1691285
Gm15097	0.155	-0.08768513
Lmo1	0.155	-0.14742714
Oxct2a	0.155	-0.1962216
Stx8	0.155	-0.18039748
Gm10632	0.155	-0.16789254
Il16	0.156	0.15726452
Olfr522	0.156	-0.14781332
Fam98b	0.156	0.17190142
2010107G23Rik	0.156	-0.19625398
Fasl	0.156	-0.09543802
Nebl	0.156	-0.16806246
C530008M17Rik	0.156	-0.18097313
Vmn1r206	0.156	-0.1324518
Kif14	0.156	-0.11671457
Ovch2	0.156	-0.08833647
Tas2r105	0.156	-0.11536722
Olfr1161	0.156	-0.10543362
Mir351	0.156	-0.15674787
Amotl2	0.156	0.14048008
Spin2c	0.156	-0.18720435
Ssbp1	0.156	-0.2024473
Zfp326	0.156	0.14180055
Upk3a	0.156	-0.11988235
Cib3	0.156	-0.18549668
Akap8	0.156	0.15500499
Rnf167	0.156	0.16200998
Gm38431	0.156	0.119041
Lrrc63	0.156	-0.10486582
Ceacam15	0.156	-0.17299845
Gk	0.156	0.34595319
Acsbg2	0.156	-0.20003172
C030016D13Rik	0.156	0.17377899
Bcl2a1d	0.156	0.15033625
Hist1h2br	0.157	0.12423095
Tra2a	0.157	0.15484599
4930539E08Rik	0.157	-0.11463495
Sh3tc1	0.157	-0.14129312
Foxr1	0.157	-0.14959672
Fcrlb	0.157	-0.18047785
Pmm2	0.157	0.15764456
Tbc1d22a	0.157	0.12378139
1700027A07Rik	0.157	-0.24257554
Gabra2	0.157	-0.10307509
Rnf40	0.157	0.15998117
Gm10652	0.157	-0.19353554
Dlk1	0.157	0.16100438
D930016D06Rik	0.157	0.15643463
Dhx36	0.157	0.14939037
Rps25	0.157	0.2014553
Pxdc1	0.157	0.21993117
AY761184	0.157	-0.17406432
Nubpl	0.157	-0.24368983
Atad3aos	0.157	-0.11387951
Gm7978	0.157	-0.12287109
Pradc1	0.157	-0.19260931
Vac14	0.157	0.13747642
Spz1	0.157	-0.23730435
Chga	0.157	-0.20122044
Bin2	0.157	0.13782396
M6pr-ps	0.157	0.17083776
Zfp27	0.157	-0.15326061
0610010K14Rik	0.157	-0.14353366
Gm20917	0.157	-0.10579341
Rnf165	0.157	-0.13916511
Olfr701	0.157	-0.12108191
Rpl27a	0.157	0.17798926
Foxa2	0.157	-0.1483601
Cylc2	0.157	-0.12332248
Olfr171	0.157	-0.13227729
Usp37	0.157	0.14668541
Naca	0.157	0.14698824
Wisp1	0.158	0.12734665
Pnma2	0.158	-0.16837984
Trim33	0.158	0.17447256
Psmb1	0.158	0.12874461
Brcc3	0.158	-0.10810872
Tas2r104	0.158	-0.1209648
Lmbrd2	0.158	0.19709592
Pappa2	0.158	0.287037
Pim3	0.158	-0.11907526
9430097D07Rik	0.158	-0.21021651
Slc25a1	0.158	0.53130958
Dnajb14	0.158	-0.25422689
Cfap57	0.158	-0.16960909
Olfr222	0.158	-0.18372965
4930431F12Rik	0.158	-0.10679902
Olfr308	0.158	-0.23675862
Tor1b	0.158	0.150051
LOC101056073	0.158	0.15012246
Fam216b	0.158	-0.13140277
Szt2	0.159	0.17802902
Olfr774	0.159	-0.09037186
Pycr2	0.159	0.12444289
Spef2	0.159	-0.10134065
Wdr54	0.159	-0.12023
Defb34	0.159	-0.19624292
Trim5	0.159	0.23370362
Gm36704	0.159	-0.11873493
Cd300lf	0.159	-0.12566832
Fhdc1	0.159	-0.12506845
Nacc2	0.159	-0.12116341
Ppp2r1b	0.159	0.33708482
Pkp1	0.159	-0.17591774
Arhgef19	0.159	-0.18222993
Actr1b	0.159	-0.12043953
Ak4	0.159	-0.18463049
Gm10392	0.159	-0.13447364
Cdkn2d	0.159	0.13742568
Ppp2r5a	0.159	-0.14681241
Nsa2	0.159	0.12463584
Mir202	0.159	-0.16520278
Gm11559	0.159	-0.1408536
Atraid	0.159	0.11283062
Traf2	0.159	0.2465815
Zbtb7a	0.159	0.17363835
Olfr639	0.159	-0.13469012
Reg2	0.159	-0.13871009
Cdk16	0.159	-0.1287384
Apcs	0.159	-0.1296015
Cst11	0.159	-0.10925315
Psd2	0.159	-0.14726725
Gm3696	0.159	0.31864584
Asic5	0.159	-0.12293986
Cenpn	0.159	0.14119846
Flt4	0.159	0.20355581
Gm2411	0.159	0.19801565
Aste1	0.159	0.12477658
Abcc5	0.16	-0.21354797
Pax5	0.16	-0.11177509
Olfr1218	0.16	-0.10268251
Mcmbp	0.16	0.16529087
Fam122b	0.16	0.17003099
Gm1070	0.16	-0.14508144
Csn1s1	0.16	-0.15378649
Marco	0.16	-0.21392339
Dock6	0.16	0.27183833
Foxp2	0.16	-0.13262171
Trim56	0.16	0.10613955
Alg12	0.16	0.1585235
Gm14410	0.16	-0.14340584
Gm14410	0.16	-0.14340584
Gtf3c3	0.16	0.1577572
Nt5e	0.16	-0.20631213
Cep55	0.16	0.17530761
Hmcn1	0.16	0.29197509
Cd302	0.16	0.3028223
Alg14	0.16	0.15373446
Six3os1	0.16	-0.14874986
Slc25a31	0.16	0.13846911
Ago2	0.16	0.22906681
Ido1	0.16	0.13891381
Gm5868	0.16	-0.16971192
Arg2	0.16	-0.11556167
Nhp2l1	0.16	0.11586314
Gm9806	0.16	-0.13962459
Rsbn1	0.16	0.16061651
Prlh	0.16	-0.13591783
Gm6086	0.16	-0.14672539
A530095I07Rik	0.161	-0.11510992
Rtfdc1	0.161	0.15860546
Dcp1a	0.161	0.20096935
Pabpn1l	0.161	-0.16854031
Gm7982	0.161	-0.13334747
Gm7982	0.161	-0.13334747
Gm7982	0.161	-0.13334747
Gm7982	0.161	-0.13334747
Kansl2	0.161	-0.12277863
Hnf4aos	0.161	-0.1705247
E230001N04Rik	0.161	-0.4311043
Zfp775	0.161	-0.15841656
Igkv4-91	0.161	-0.15911307
Mapk1ip1	0.161	-0.1846693
Hfm1	0.161	-0.09394186
Magee2	0.161	-0.13955686
4932435O22Rik	0.161	-0.12863841
Rsph14	0.161	-0.1516879
Unc13a	0.161	-0.15285808
Gpr162	0.161	-0.11340285
C1ql2	0.161	-0.15539124
Khdc1c	0.161	-0.14846681
Olfr618	0.161	-0.11703001
Olfr730	0.161	-0.16380394
Cxx1b	0.161	0.18171918
Hist1h2al	0.161	0.14224611
Rps12	0.161	0.22749003
Slc38a10	0.162	0.14691585
Fabp3	0.162	-0.1536718
D830044D21Rik	0.162	-0.18355864
Cfap46	0.162	-0.14951857
Pofut2	0.162	0.14259833
Armc12	0.162	-0.14102316
Myrfl	0.162	0.17471713
Ryr1	0.162	-0.16862838
Olfr1164	0.162	-0.19203464
Helb	0.162	0.2029524
Setd3	0.162	-0.11658716
Igha	0.162	-0.1158365
Mtfr1	0.162	-0.15812885
Olfr875	0.162	-0.1327108
Epha5	0.162	-0.11714285
Aldh9a1	0.162	0.18853496
C1ql3	0.162	0.17753884
Rab27b	0.162	-0.11183555
Cyp2ab1	0.162	-0.19223542
Sumo1	0.162	-0.34194369
Ankrd27	0.162	0.15521691
Serpina16	0.162	-0.18494263
Wapl	0.162	0.15745628
Atrn	0.162	0.21487633
Rac1	0.162	-0.09994159
Gm12338	0.162	-0.13909303
Mthfsl	0.162	-0.17272764
Med9	0.162	-0.1073785
Jup	0.162	0.20873197
Letm2	0.162	0.10738907
Cyp2c70	0.162	-0.13069117
Taf1d	0.162	-0.19739749
Foxn3	0.162	-0.13910555
Leng9	0.163	-0.12334021
Olfr948	0.163	-0.12045587
Tug1	0.163	0.17071854
Amacr	0.163	-0.1489816
Pbx2	0.163	0.11205907
St6galnac2	0.163	0.13759013
Vmn1r211	0.163	-0.0996689
BC051019	0.163	-0.10642343
Slc39a5	0.163	-0.13495344
Mybl1	0.163	0.13690173
Tnrc6b	0.163	0.17218014
Npy2r	0.163	-0.17447311
1600002K03Rik	0.163	-0.11903109
Atad3a	0.163	-0.15895973
Kcnj16	0.163	-0.13316587
1700122O11Rik	0.163	-0.15156674
Dynlrb2	0.163	-0.11733939
Rhpn1	0.163	-0.19043138
Prss57	0.163	-0.13293192
Gm16495	0.163	-0.14270682
Lsp1	0.163	-0.18620571
Gm6460	0.163	-0.12631653
Padi1	0.163	-0.15127713
Gm10158	0.163	0.17657209
Gm4724	0.163	-0.21993778
Gm4724	0.163	-0.21993778
Gm4724	0.163	-0.21993778
Gm4724	0.163	-0.21993778
Megf6	0.163	-0.13709421
Mfsd3	0.164	-0.14308294
Mkl2	0.164	-0.21486597
A430078G23Rik	0.164	-0.1219829
LOC100861615	0.164	0.18653585
8430432A02Rik	0.164	-0.10255713
Rab2a	0.164	-0.18521091
Drd4	0.164	-0.16941109
Wisp2	0.164	-0.16546125
Olfr94	0.164	-0.14183258
Gm5785	0.164	-0.16755685
Phox2a	0.164	-0.14521751
Cd3d	0.164	-0.19760179
Zmpste24	0.164	0.15478161
Olfr344	0.164	-0.13846167
Crnn	0.164	-0.13408274
Scarf2	0.164	0.11905908
Txndc9	0.164	0.1338329
Olfr228	0.164	-0.13258834
Ift52	0.164	0.12005797
Ubxn8	0.164	0.15901992
Hmgn3	0.164	0.24656085
Agtr1b	0.164	-0.13215106
Slc27a5	0.164	-0.13459879
LOC101056073	0.164	0.14876076
Ap1ar	0.164	-0.19045136
Hoxd3	0.165	-0.16950866
4933406M09Rik	0.165	-0.20403083
Srsf3	0.165	0.27850662
Slpi	0.165	-0.17272136
Slc4a1	0.165	-0.19242766
Mri1	0.165	-0.13145419
Mansc4	0.165	-0.16599531
Tmem41a	0.165	-0.11158007
LOC100861615	0.165	0.27063685
Chrna7	0.165	-0.12388786
Cul1	0.165	0.130893
Syce1l	0.165	-0.15076044
Platr25	0.165	0.13923868
Tcf21	0.165	-0.1971193
Srpk3	0.165	0.21124789
Wfdc2	0.165	-0.15157503
LOC100861615	0.165	0.30371329
Tbpl2	0.165	-0.15593367
Cdca2	0.165	0.12497043
Trmt6	0.165	0.1454439
Il13	0.165	-0.14930695
Gm10286	0.165	-0.10356336
Raver2	0.165	-0.22658086
Perp	0.165	0.12206046
Rom1	0.165	-0.14085393
Itgb5	0.165	-0.18871018
4930571K23Rik	0.165	-0.14935536
Fgf22	0.166	-0.14816147
Pacrg	0.166	0.17297026
Slc25a11	0.166	-0.19042074
4933440M02Rik	0.166	-0.16210836
Tsn	0.166	0.15945597
Ube2t	0.166	0.13401759
Fthl17f	0.166	-0.18848664
Dync1li1	0.166	0.1174384
Olfr507	0.166	-0.10083497
Olfr923	0.166	-0.19834131
LOC102635467	0.166	-0.14373277
Mcf2l	0.166	0.21731357
Mgst1	0.166	0.29596275
Gm13288	0.166	-0.15135367
Hapln4	0.166	-0.18169153
Igf2bp1	0.166	-0.19417007
Slc25a16	0.166	-0.14579485
Tenm1	0.166	-0.14211494
Olfr731	0.166	-0.16794296
Gm9924	0.166	-0.1213376
2410004P03Rik	0.166	-0.17558284
Mir133a-2	0.166	0.35666217
Sart1	0.167	0.10907495
Tpd52	0.167	0.14830663
Smok2b	0.167	-0.11153222
Gm10636	0.167	-0.13476615
Mir302b	0.167	-0.11144713
Spdye4b	0.167	-0.15368099
Pcnp	0.167	-0.11586121
Acot8	0.167	0.12981437
Gprc5b	0.167	0.19420451
Atp6v0d1	0.167	0.15055489
Gm15446	0.167	-0.21104469
Olfr1130	0.167	-0.16621545
Vmn2r-ps104	0.167	-0.12572268
4930550L24Rik	0.167	-0.144875
Syn3	0.167	-0.18744915
Nhp2l1	0.167	0.11616757
Arfgef3	0.167	-0.16415433
Crls1	0.167	-0.12216929
Samd7	0.167	-0.15663698
Cdh24	0.167	-0.17438085
Klrb1b	0.167	0.21515012
1700037C18Rik	0.168	-0.14607225
Cldn4	0.168	-0.14270086
Cldn34b3	0.168	-0.15260223
Adgrg6	0.168	0.19528487
Batf2	0.168	-0.14682744
Trem1	0.168	-0.11762502
Sohlh1	0.168	-0.161741
Otol1	0.168	-0.19227885
Foxb2	0.168	-0.13952065
Crem	0.168	-0.11663959
Krt5	0.168	-0.15959479
Tacr2	0.168	-0.1616547
Lrrc75b	0.168	-0.15756678
Ltbr	0.168	0.12838146
A130057D12Rik	0.168	-0.17207068
Etfdh	0.168	-0.19729718
Gm13288	0.168	-0.13979394
Rnf146	0.168	-0.23107675
Slc22a30	0.168	-0.17031707
Gm4724	0.168	-0.21848886
Htr2c	0.168	-0.11460311
LOC100861784	0.168	-0.14982895
Sdccag8	0.168	-0.12773274
Nyap2	0.168	-0.12170838
Dnttip2	0.168	-0.25277377
Plcb3	0.169	0.11958109
Olfr609	0.169	-0.14612679
Proser3	0.169	0.21119385
Olfr213	0.169	-0.30535661
Tshz1	0.169	0.13128377
Bpifb9b	0.169	-0.12340299
Ube2v2	0.169	-0.15239954
Antxr2	0.169	0.25406475
Ugt3a2	0.169	-0.17352463
Fam149b	0.169	-0.1895118
